drillhole,date,block,easting,northing,elev,x,y,z
T1YB5798,2010-04-06,D017,E075,S775,353.41,587098.459,1052400.933,368.611
T1YB5799,2010-04-06,D017,E000,S700,327.18,587021.022,1052473.414,329.943
T1YB5800,2010-04-06,D005,E575,S475,205.99,586688.765,1052687.552,215.454
T1YB5801,2010-04-06,D005,E575,S600,213.01,586692.895,1052562.62,208.044
T1YB5802,2010-04-07,D017,E075,S800,362.75,587099.286,1052375.947,370.998
T1YB5803,2010-04-07,D017,E050,S725,353.41,587071.821,1052450.08,358.372
T1YB5804,2010-04-07,D017,E000,S750,318.15,587022.674,1052423.441,324.825
T1YB5805,2010-04-07,D005,E575,S425,213.24,586687.939,1052712.538,210.793
T1YB5806,2010-04-07,E015,E325,S575,451.58,587370.101,1051709.937,477.051
T1YB5807,2010-04-07,E015,E325,S550,419.02,587369.324,1051734.925,473.475
T1YB5808,2010-04-08,D017,E050,S775,353.41,587073.473,1052400.107,356.123
T1YB5809,2010-04-08,D017,E075,S825,363.72,587100.112,1052350.96,369.597
T1YB5810,2010-04-08,D017,E100,S825,374.61,587125.098,1052351.786,378.852
T1YB5811,2010-04-08,E015,E300,S525,437.61,587343.559,1051759.136,461.067
T1YB5812,2010-04-08,E014,E275,S525,428.86,587318.571,1051758.359,453.945
T1YB5813,2010-04-08,E014,E250,S525,413.15,587293.583,1051757.582,441.533
T1YB5814,2010-04-10,D017,E125,S850,382.15,587150.91,1052327.626,385.054
T1YB5815,2010-04-10,E014,E275,S550,432.44,587319.348,1051733.371,455.788
T1YB5816,2010-04-10,E015,E300,S550,441.5,587344.336,1051734.148,462.672
T1YB5817,2010-04-10,E014,E225,S525,398.67,587268.595,1051756.805,426.27
T1YB5818,2010-04-10,E014,E200,S525,384.08,587243.607,1051756.028,411.17
T1YB5819,2010-04-12,E059,E750,S750,353.76,587072.647,1052425.093,357.165
T1YB5820,2010-04-10,D017,E075,S850,358.65,587100.938,1052325.974,375.901
T1YB5821,2010-04-10,E014,E275,S575,433.02,587320.125,1051708.383,457.557
T1YB5822,2010-04-06,D005,E575,S500,209.89,586689.591,1052662.566,222.119
T1YB5823,2010-04-12,E015,E300,S575,442.96,587345.113,1051709.16,464.208
T1YB5824,2010-04-12,E014,E225,S500,393.9,587267.818,1051781.793,417.523
T1YB5825,2010-04-12,E014,E200,S550,387.12,587244.384,1051731.04,414.295
T1YB5826,2010-04-13,D017,E100,S850,373.57,587125.924,1052326.8,384.459
T1YB5827,2010-04-13,E014,E200,S500,376.19,587242.83,1051781.016,405.864
T1YB5828,2010-04-13,E014,E275,S600,432.69,587320.902,1051683.395,458.589
T1YB5829,2010-04-13,D009,E875,S725,309.98,586996.862,1052447.602,306.437
T1YB5830,2010-04-13,D017,E100,S875,377.61,587126.75,1052301.814,389.049
T1YB5831,2010-04-13,E018,E375,S800,472.3,587427.07,1051486.6,491.841
T1YB5832,2010-04-13,E018,E300,S600,443.69,587345.89,1051684.172,465.621
T1YB5833,2010-04-13,E014,E200,S575,393.37,587245.161,1051706.052,419.652
T1YB5834,2010-04-14,D017,E075,S875,364.36,587101.764,1052300.988,381.971
T1YB5835,2010-04-16,D009,E850,S750,286.8,586972.702,1052421.789,287.852
T1YB5836,2010-04-14,D009,E850,S725,294.5,586971.876,1052446.775,286.177
T1YB5837,2010-04-14,D017,E125,S875,381.2,587151.736,1052302.64,393.786
T1YB5838,2010-04-14,E018,E300,S775,442.99,587351.329,1051509.257,466.592
T1YB5839,2010-04-14,E018,E350,S825,453.57,587402.859,1051460.835,472.511
T1YB5840,2010-04-14,E014,E175,S500,360,587217.842,1051780.239,388.656
T1YB5841,2010-04-14,E017,E250,S600,420.62,587295.914,1051682.618,445.704
T1YB5842,2010-04-15,E014,E175,S525,370.43,587218.619,1051755.251,396.891
T1YB5843,2010-04-15,E018,E300,S625,344.11,587346.667,1051659.184,467.358
T1YB5844,2010-04-15,E017,E200,S600,420.62,587245.938,1051681.064,418.792
T1YB5845,2010-04-15,E018,E350,S800,459.33,587402.082,1051485.823,485.185
T1YB5846,2010-04-16,E018,E325,S825,446.13,587377.871,1051460.058,466.668
T1YB5847,2010-04-16,E014,E250,S575,420.7,587295.137,1051707.606,445.666
T1YB5848,2010-04-16,E014,E175,S550,372.98,587219.396,1051730.263,399.391
T1YB5849,2010-04-16,E017,E275,S775,434.09,587326.341,1051508.48,455.809
T1YB5850,2010-04-16,D009,E825,S725,309.98,586946.889,1052445.949,273.261
T1YB5851,2010-04-16,D009,E875,S825,303.49,587000.166,1052347.656,303.78
T1YB5852,2010-04-16,E017,E225,S600,406.06,587270.926,1051681.841,433.524
T1YB5853,2010-04-16,E018,E300,S650,442.63,587347.444,1051634.197,463.847
T1YB5854,2010-04-16,D017,E200,S875,401.03,587226.695,1052305.118,408.692
T1YB5855,2010-04-17,E014,E175,S575,378.66,587220.173,1051705.275,406.009
T1YB5856,2010-04-17,E018,E325,S800,451.68,587377.094,1051485.046,472.65
T1YB5857,2010-04-19,E018,E300,S825,440.28,587352.883,1051459.281,459.246
T1YB5858,2010-04-20,D009,E775,S750,251.09,586897.743,1052419.311,250.685
T1YB5859,2010-04-20,D009,E825,S750,276.32,586947.715,1052420.963,272.868
T1YB5860,2010-04-19,E017,E125,S600,377.69,587220.95,1051680.287,405.515
T1YB5861,2010-04-19,E014,E225,S575,407.12,587270.149,1051706.829,433.413
T1YB5862,2010-04-19,E014,E250,S500,416.57,587292.806,1051782.57,436.289
T1YB5863,2010-04-19,E018,E300,S675,437.82,587348.221,1051609.209,462.749
T1YB5864,2010-04-20,D017,E275,S875,423.29,587301.655,1052307.596,431.938
T1YB5865,2010-04-20,D009,E850,S825,289.02,586975.18,1052346.83,284.448
T1YB5866,2010-04-20,E018,E300,S700,435.88,587348.998,1051584.221,462.063
T1YB5867,2010-04-20,E018,E300,S800,444.5,587352.106,1051484.269,464.697
T1YB5868,2010-04-21,E018,E300,S850,428.09,587353.66,1051434.293,445.222
T1YB5869,2010-04-20,E014,E225,S550,402.06,587269.372,1051731.817,429.657
T1YB5870,2010-04-21,D009,E750,S750,239.47,586872.756,1052418.485,239.663
T1YB5871,2010-04-20,D009,E800,S750,262.08,586922.729,1052420.137,260.928
T1YB5872,2010-04-21,D009,E825,S825,273.27,586950.193,1052346.004,267.49
T1YB5873,2010-04-27,D002,E550,S025,171.19,587349.775,1051559.233,461.648
T1YB5874,2010-04-21,E017,E250,S775,425.25,587301.353,1051507.703,447.746
T1YB5875,2010-04-22,E017,E275,S825,435.78,587327.895,1051458.504,453.347
T1YB5876,2010-04-22,E018,E300,S750,439.34,587350.552,1051534.245,460.699
T1YB5877,2010-04-22,D009,E725,S750,228.06,586847.77,1052417.659,226.136
T1YB5878,2010-04-23,E017,E225,S775,415.62,587276.365,1051506.926,439.548
T1YB5879,2010-04-23,E017,E275,S800,435.99,587327.118,1051483.492,457.467
T1YB5880,2010-04-23,E018,E325,S775,453.76,587376.317,1051510.034,477.38
T1YB5881,2010-04-23,E018,E325,S750,448.02,587375.54,1051535.022,475.152
T1YB5882,2010-04-23,E018,E350,S675,460.68,587398.197,1051610.763,485.479
T1YB5883,2010-04-23,E018,E325,S650,450.14,587372.432,1051634.974,476.27
T1YB5884,2010-04-23,D009,E800,S825,259.45,586925.207,1052345.178,253.391
T1YB5885,2010-04-27,E018,E400,S800,479.57,587452.058,1051487.377,499.728
T1YB5886,2010-04-24,E017,E250,S800,429.58,587302.13,1051482.715,449.057
T1YB5887,2010-04-24,E017,E250,S825,431.43,587302.907,1051457.727,448.769
T1YB5888,2010-04-26,E017,E250,S825,431.43,586974.354,1052371.816,296.409
T1YB5889,2010-04-26,D009,E775,S825,246.18,586900.221,1052344.352,241.641
T1YB5890,2010-05-24,E018,E325,S675,449.01,587373.209,1051609.986,476.662
T1YB5891,2010-04-24,E018,E350,S700,462.01,587398.974,1051585.775,487.108
T1YB5892,2010-04-24,E018,E350,S750,464.35,587400.528,1051535.799,487.612
T1YB5893,2010-04-26,E017,E200,S775,405.91,587251.377,1051506.149,428.745
T1YB5894,2010-04-26,E017,E225,S825,416.72,587277.919,1051456.95,440.766
T1YB5895,2010-05-26,E018,E375,S750,474.58,587425.516,1051536.576,498.971
T1YB5896,2010-05-26,E018,E350,S775,464.36,587401.305,1051510.811,488.803
T1YB5897,2010-04-26,E018,E350,S725,462.15,587399.751,1051560.787,485.95
T1YB5898,2010-05-26,E018,E325,S700,442.64,587373.986,1051584.998,477.509
T1YB5899,2010-04-26,E017,E225,S800,419.73,587277.142,1051481.938,442.326
T1YB5900,2010-04-27,D017,E000,S850,320.77,587025.979,1052323.496,329.799
T1YB5901,2010-04-27,D009,E875,S750,318.88,586997.688,1052422.615,306.911
T1YB5902,2010-05-15,F016,E875,S425,485.17,586949.367,1052370.99,277.329
T1YB5903,2010-04-27,D017,E000,S800,308.19,587024.326,1052373.469,329.669
T1YB5904,2010-04-27,E019,E425,S800,487.35,587477.046,1051488.154,506.228
T1YB5905,2010-04-27,E018,E400,S750,486.06,587450.504,1051537.353,507.269
T1YB5906,2010-04-27,E018,E325,S725,448.71,587374.763,1051560.01,475.516
T1YB5907,2010-04-08,E017,E200,S825,406.32,587252.931,1051456.173,429.261
T1YB5908,2010-04-27,E017,E200,S800,410.38,587252.154,1051481.161,432.238
T1YB5909,2010-04-08,D009,E800,S800,258.01,586924.381,1052370.164,261.346
T1YB5910,2010-04-29,E017,E175,S775,397.65,587226.389,1051505.372,419.223
T1YB5911,2010-04-28,D017,E000,S825,320.6,587025.153,1052348.482,321.808
T1YB5912,2010-04-08,D017,E000,S775,313.08,587023.5,1052398.455,325.612
T1YB5913,2010-04-28,E017,E175,S800,410.29,587227.166,1051480.384,423.271
T1YB5914,2010-04-28,E018,E375,S775,475.99,587426.293,1051511.588,498.126
T1YB5915,2010-05-29,D009,E775,S800,245.11,586899.395,1052369.338,247.57
T1YB5916,2010-04-29,E018,E450,S800,494.54,587502.034,1051488.931,505.493
T1YB5917,2010-04-29,E018,E575,S775,505.44,587626.196,1051517.804,517.323
T1YB5918,2010-04-29,E018,E425,S750,494.3,587477.823,1051463.166,497.833
T1YB5919,2010-04-29,E018,E575,S750,512.82,587625.419,1051542.792,523.589
T1YB5920,2010-04-30,E017,E150,S775,386.72,587201.401,1051504.595,410.695
T1YB5921,2010-04-29,E017,E175,S825,398.78,587227.943,1051455.396,419.86
T1YB5922,2010-04-29,E018,E400,S775,485.57,587451.281,1051512.365,506.466
T1YB5923,2010-04-30,F017,E150,S800,391.91,587202.178,1051479.607,414.177
T1YB5924,2010-05-01,E018,E475,S800,495.05,587527.021,1051489.708,500.403
T1YB5925,2010-04-30,E017,E150,S825,391.17,587202.956,1051454.619,412.007
T1YB5926,2010-04-30,E019,E600,S775,506.97,587651.184,1051518.581,519.25
T1YB5927,2010-05-01,C029,E675,S875,163.28,588503.985,1053280.358,174.753
T1YB5928,2010-05-01,D023,E625,S000,182.32,588457.819,1053248.835,190.697
T1YB5929,2010-05-01,E019,E625,S825,497.32,587677.726,1051469.382,508.935
T1YB5930,2010-05-01,E018,E425,S275,493.81,587476.269,1051513.142,513.376
T1YB5931,2010-05-01,E019,E600,S750,511.67,587650.407,1051543.569,519.259
T1YB5932,2010-05-04,E019,E650,S875,477.09,587704.268,1051420.183,495.496
T1YB5933,2010-05-04,F013,E725,S050,497.86,587781.563,1051347.551,510.814
T1YB5934,2010-05-04,E018,E450,S775,500.8,587501.257,1051513.919,519.939
T1YB5935,2010-05-04,E017,E125,S825,380.5,587177.968,1051453.842,404.196
T1YB5936,2010-05-04,E019,E600,S825,491.3,587652.738,1051468.605,506.797
T1YB5937,2010-05-04,E019,E675,S875,489.58,587729.256,1051420.96,508.278
T1YB5938,2010-05-05,F013,E725,S075,493.38,587782.34,1051322.563,509.92
T1YB5939,2010-05-05,E019,E625,S850,486.04,587678.503,1051444.394,496.863
T1YB5940,2010-05-05,D023,E600,S000,184.78,588433.048,1053245.459,194.277
T1YB5941,2010-05-06,C029,E675,S850,152.46,588500.609,1053305.129,164.689
T1YB5942,2010-05-06,D022,E575,S000,190.05,588408.277,1053242.083,196.899
T1YB5943,2010-05-06,F013,E775,S175,484.3,587835.424,1051224.165,495.406
T1YB5944,2010-05-06,F013,E750,S125,490.84,587808.882,1051273.364,504.841
T1YB5945,2010-05-06,E019,E650,S850,490.18,587703.491,1051445.171,506.577
T1YB5946,2010-05-06,F013,E675,S000,479.48,587730.033,1051395.972,502.579
T1YB5947,2010-05-06,E018,E475,S775,508.94,587526.244,1051514.696,520.527
T1YB5948,2010-05-06,F013,E700,S025,487.38,587755.798,1051371.762,511.917
T1YB5949,2010-05-06,C029,E650,S850,165.66,588475.838,1053301.753,174.169
T1YB5950,2010-05-08,C029,E650,S875,173.05,588479.214,1053276.982,181.083
T1YB5951,2010-05-07,F013,E725,S100,498.21,587783.117,1051297.575,504.707
T1YB5952,2010-05-07,E018,E500,S775,510.57,587551.232,1051515.473,514.876
T1YB5953,2010-05-05,F016,E775,S450,501.42,587843.971,1050949.298,513.193
T1YB5954,2010-05-08,F013,E750,S150,481.54,587809.659,1051248.376,498.829
T1YB5955,2010-05-07,F016,E800,S425,497.57,587868.182,1050975.063,509.442
T1YB5956,2010-05-08,F013,E775,S200,474.87,587836.201,1051199.177,489.621
T1YB5957,2010-05-08,F016,E825,S400,495.95,587892.393,1051000.828,497.158
T1YB5958,2010-05-08,F016,E800,S475,495.95,587869.736,1050925.087,508.782
T1YB5959,2010-05-08,C029,E625,S800,167.83,588444.315,1053347.919,156.994
T1YB5960,2010-05-11,F016,E775,S475,500.6,587844.748,1050924.31,513.577
T1YB5961,2010-05-11,F013,E725,S125,479.9,587783.894,1051272.587,491.973
T1YB5962,2010-05-11,F013,E700,S075,484.66,587757.352,1051321.786,503.932
T1YB5963,2010-05-11,F013,E750,S275,470.73,587813.544,1051123.436,493.225
T1YB5964,2010-05-21,F024,E050,S475,473.3,588019.663,1050929.749,468.565
T1YB5965,2010-05-11,D022,E525,S000,193.21,588358.735,1053235.331,201.201
T1YB5966,2010-05-12,C029,E600,S825,162.13,588422.92,1053319.772,161.759
T1YB5967,2010-05-12,C029,E625,S875,175.23,588454.443,1053273.606,183.69
T1YB5968,2010-05-12,F016,E750,S300,483.5,587814.321,1051098.448,508.365
T1YB5969,2010-05-12,F016,E825,S425,494.68,587893.17,1050975.84,503.202
T1YB5970,2010-05-12,F016,E850,S400,489.27,587917.381,1051001.605,493.266
T1YB5971,2010-05-14,C029,E675,S775,138.53,588490.481,1053379.442,151.137
T1YB5972,2010-05-13,F016,E750,S325,497.48,587815.098,1051073.461,514.828
T1YB5973,2010-05-13,F013,E775,S225,470.79,587836.978,1051174.189,492.479
T1YB5974,2010-05-13,F016,E875,S400,483.37,587942.368,1051002.382,489.342
T1YB5975,2010-05-13,F016,E825,S475,488.34,587894.724,1050925.864,500.287
T1YB5976,2010-05-13,F016,E775,S500,500.25,587845.525,1050899.322,511.477
T1YB5977,2010-05-14,F024,E000,S375,481.25,587966.579,1051028.147,483.068
T1YB5978,2010-05-14,F013,E775,S250,490,587837.755,1051149.201,498.172
T1YB5979,2010-05-14,F016,E825,S450,497.42,587893.947,1050950.852,499.211
T1YB5980,2010-05-14,F016,E850,S425,493.03,587918.158,1050976.617,498.21
T1YB5981,2010-05-14,C029,E600,S875,174.32,588429.672,1053270.23,182.964
T1YB5982,2010-05-15,F016,E875,S425,485.17,587943.146,1050977.394,493.993
T1YB5983,2010-05-15,F016,E750,S500,499.54,587820.537,1050898.545,512.12
T1YB5984,2010-05-17,C029,E675,S750,133.79,588487.105,1053404.213,146.768
T1YB5985,2010-05-17,F016,E825,S500,488.92,587895.501,1050900.876,500.181
T1YB5986,2010-05-17,F016,E875,S475,479.09,587944.7,1050927.418,487.754
T1YB5987,2010-05-17,F024,E000,S400,476.42,587967.356,1051003.159,485.368
T1YB5988,2010-05-17,C028,E575,S875,176.55,588404.901,1053266.854,184.133
T1YB5989,2010-05-18,F013,E775,S275,484.2,587838.532,1051124.213,503.878
T1YB5990,2010-05-18,F016,E850,S475,479.08,587919.712,1050926.641,494.084
T1YB5991,2010-05-18,F016,E875,S450,487.22,587943.923,1050952.406,493.483
T1YB5992,2010-05-18,F016,E750,S475,503.14,587819.76,1050923.533,513.072
T1YB5993,2010-05-19,F024,E000,S425,482.85,587968.133,1050978.171,490.211
T1YB5994,2010-05-19,F016,E875,S500,480.88,587945.477,1050902.43,486.616
T1YB5995,2010-05-21,D022,E550,S000,182.38,588383.506,1053238.707,194.368
T1YB5996,2010-05-19,F024,E000,S475,477.67,587969.687,1050928.195,488.715
T1YB5997,2010-05-20,F024,E000,S500,474.45,587970.464,1050903.207,481.269
T1YB5998,2010-05-20,C029,E675,S800,143.76,588493.857,1053354.671,156.777
T1YB5999,2010-05-20,F024,E000,S450,484.81,587968.91,1050953.183,490.527
T1YB6000,2010-05-20,F024,E025,S500,473.43,587995.452,1050903.984,481.502
T1YB6001,2010-05-25,C029,E650,S825,160.3,588472.462,1053326.524,168.527
T1YB6002,2010-05-22,D022,E500,S000,192.52,588333.964,1053231.955,199.227
T1YB6003,2010-05-22,C028,E575,S850,163.09,588401.525,1053291.625,171.445
T1YB6004,2010-05-22,C029,E675,S825,149.41,588497.233,1053329.9,163.538
T1YB6005,2010-05-26,C029,E600,S850,164.1,588426.296,1053295.001,172.894
T3DL0001,2011-08-20,,591515.968,1051229.02,412.92,591512.694,1051222.838,412.085
T3DL0002,2011-09-02,,591515.968,1051154.02,415.67,591512.811,1051147.812,411.173
T3DL0003,2011-08-22,,591515.968,1051204.02,404.02,591512.703,1051197.772,408.596
T3DL0004,2011-08-24,,591540.968,1051204.02,402.8,591537.715,1051197.819,414.17
T3DL0005,2011-09-03,,591565.968,1051229.02,396.01,591562.704,1051222.827,404.728
T3DL0006,2011-09-03,,591515.968,1051129.02,417.86,591512.65,1051122.838,415.35
T3DL0007,2011-09-05,,591565.968,1051254.02,404.86,591562.697,1051247.832,399.452
T3DL0008,2011-09-05,,591515.968,1051104.02,421.66,591512.763,1051097.839,417.953
T3DL0009,2011-09-06,,591540.968,1051254.02,413.4,591537.68,1051247.799,408.087
T3DL0010,2011-09-06,,591515.968,1051079.02,426.79,591512.655,1051072.819,421.844
T3DL0011,2011-09-06,,591615.968,1051104.02,413.5,591612.718,1051097.881,411.107
T3DL0012,2011-09-06,,591640.968,1051004.02,417.74,591637.683,1050997.906,426.781
T3DL0013,2011-09-06,,591615.968,1051079.02,397.29,591612.709,1051072.922,411.591
T3DL0014,2011-09-07,,591540.968,1051104.02,413.69,591537.732,1051097.837,418.68
T3DL0015,2011-09-07,,591590.968,1051204.02,424.79,591587.683,1051197.849,398.955
T3DL0016,2011-09-07,,591515.968,1051254.02,406.24,591512.701,1051247.828,414.376
T3DL0017,2011-09-07,,591640.968,1051054.02,418.59,591637.668,1051047.922,424.604
T3DL0018,2011-09-07,,591515.968,1051279.02,381.63,591512.703,1051272.816,409.506
T3DL0019,2011-09-08,,591565.968,1051079.02,417.76,591562.657,1051072.806,419.158
T3DL0020,2011-09-09,,591565.968,1051279.02,407.01,591562.696,1051272.832,382.829
T3DL0021,2011-09-09,,591665.968,1051004.02,414.26,591662.688,1050997.947,420.117
T3DL0022,2011-09-09,,591590.968,1051104.02,386.22,591587.714,1051097.839,409.679
