No,drillhole,Date ,Block,E/W,N/S,CoreRec,ELEV,FROM,TO,Length,AreaInfl,Vol, Category , %Ni , %Fe , %Co ,DESCRIPTION,Excavated,ExYear,NiVol,FeVol,CoVol,ORE CLASS,Cu. m.,%Ni,%Fe,%Co,Category,Excavated,%Ni,%Ni,%Fe,%Fe,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,MINERAL RESOURCES AS OF YEAR 2018,,,,,,,,,,,,,,Statistic Data of 2016 Mineral Resources TMC,,,,Taga1,,,,,,,,,
207,1507_T1,19-Jul-04,D016,E650,S350,,310.22,310.22,309,1.22,625,762.5,M,0.85,51.92,0.02,RBR-LAT,1,Dec-18,648.125,39589,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1508_T1,14-Jul-04,D015,E325,S500,,405.86,405.86,405,0.86,625,537.5,M,0.76,49.41,0.02,RBR-LAT,,,408.5,26557.875,10.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1509_T1,14-Jul-04,D016,E700,S425,,348.36,348.36,347,1.36,625,850,M,1.02,52.12,0.04,RBR-LAT,,,867,44302,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1510_T1,15-Jul-04,D015,E325,S525,,414.67,414.67,414,0.67,625,418.75,M,0.68,51.7,0.02,RBR-LAT,,,284.75,21649.375,8.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1511_T1,15-Jul-04,D015,E300,S475,,397.58,397.58,397,0.58,625,362.5,M,0.85,48.85,0.07,RBR-LAT,,,308.125,17708.125,25.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1512_T1,16-Jul-04,D015,E350,S550,,418.18,418.18,417,1.18,625,737.5,M,0.92,49.66,0.07,RBR-LAT,1,Oct-18,678.5,36624.25,51.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1513_T1,15-Jul-04,D014,E275,S475,,398.59,398.59,398,0.59,625,368.75,M,0.96,50.01,0.03,RBR-LAT,,,354,18441.1875,11.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1514_T1,15-Jul-04,D015,E300,S450,,392.62,392.62,392,0.62,625,387.5,M,1.02,48.17,0.13,RBR-YBR-LAT,,,395.25,18665.875,50.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1515_T1,16-Jul-04,D015,E425,S525,,412.48,412.48,411,1.48,625,925,M,0.7,49.61,0.05,RBR-LAT,1,Apr-18,647.5,45889.25,46.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1516_T1,16-Jul-04,D015,E375,S550,,417.16,417.16,416,1.16,625,725,M,0.68,48.42,0.02,RBR-LAT,1,Dec-18,493,35104.5,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1517_T1,16-Jul-04,D015,E325,S550,,419.09,419.09,418,1.09,625,681.25,M,0.84,49.51,0.05,RBR-LAT,,,572.25,33728.6875,34.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1518_T1,16-Jul-04,D016,E675,S425,,355.68,355.68,355,0.68,625,425,M,0.97,52.02,0.02,YBR-LAT,,,412.25,22108.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1519_T1,19-Jul-04,D016,E650,S425,,363.05,363.05,362,1.05,625,656.25,M,0.99,52.38,0.03,YBR-LAT,,,649.6875,34374.375,19.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1520_T1,21-Jul-04,D016,E625,S425,,368.91,368.91,368,0.91,625,568.75,M,1.05,53.99,0.03,RBR-YBR-LAT,,,597.1875,30706.8125,17.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1521_T1,14-Jul-04,D015,E300,S425,,389.62,389.62,389,0.62,625,387.5,M,0.97,49.15,0.13,RBR-LAT,,,375.875,19045.625,50.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1522_T1,17-Jul-04,D014,E275,S425,,389.2,389.2,388,1.2,625,750,M,1.07,50.35,0.05,RBR-LAT,,,802.5,37762.5,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1523_T1,19-Jul-04,D015,E350,S575,,422.75,422.75,422,0.75,625,468.75,M,0.85,50.9,0.05,RBR-LAT,1,Oct-18,398.4375,23859.375,23.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1524_T1,17-Jul-04,D015,E300,S550,,417.3,417.3,416,1.3,625,812.5,M,0.7,52.17,0.04,RBR-LAT,,,568.75,42388.125,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1525_T1,19-Jul-04,D014,E275,S500,,397.06,397.06,396,1.06,625,662.5,M,1.09,51.55,0.03,RBR-LAT,,,722.125,34151.875,19.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1526_T1,19-Jul-04,D015,E300,S500,,404.49,404.49,403,1.49,625,931.25,M,0.84,52.36,0.04,RBR-LAT,,,782.25,48760.25,37.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1527_T1,19-Jul-04,D015,E325,S575,,422.44,422.44,421,1.44,625,900,M,0.76,48.99,0.04,RBR-YBR-LAT,,,684,44091,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1528_T1,21-Jul-04,D016,E600,S425,,373.18,373.18,372,1.18,625,737.5,M,0.77,51.13,0.03,YBR-LAT,,,567.875,37708.375,22.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1529_T1,26-Jul-04,D015,E575,S425,,380.11,380.11,379,1.11,625,693.75,M,0.94,52.81,0.02,RBR-LAT,1,Oct-18,652.125,36636.9375,13.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1530_T1,2-Aug-04,D015,E525,S425,,391.02,391.02,390,1.02,625,637.5,M,0.73,51.31,0.01,RBR-LAT,1,Dec-17,465.375,32710.125,6.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1531_T1,20-Jul-04,D016,E625,S375,,368.67,368.67,368,0.67,625,418.75,M,0.67,51.6,0.02,RBR-LAT,1,Jun-18,280.5625,21607.5,8.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1532_T1,22-Jul-04,D016,E650,S375,,363.68,363.68,363,0.68,625,425,M,0.81,50.21,0.02,RBR-LAT,1,May-18,344.25,21339.25,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1533_T1,26-Jul-04,D016,E675,S375,,358.87,358.87,358,0.87,625,543.75,M,0.87,50.99,0.02,RBR-LAT,1,May-18,473.0625,27725.8125,10.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1534_T1,19-Jul-04,D015,E375,S575,,420.9,420.9,420,0.9,625,562.5,M,0.57,47.68,0.02,RBR-LAT,1,Dec-18,320.625,26820,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1535_T1,20-Jul-04,D014,E275,S450,,395.06,395.06,394,1.06,625,662.5,M,1,49.48,0.06,RBR-LAT,,,662.5,32780.5,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1536_T1,19-Jul-04,D015,E425,S550,,413.25,413.25,412,1.25,625,781.25,M,0.73,51.38,0.04,RBR-LAT,1,Apr-18,570.3125,40140.625,31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1537_T1,20-Jul-04,D016,E625,S350,,313.47,313.47,312,1.47,625,918.75,M,0.71,51.05,0.01,RBR-LAT,1,Dec-18,652.3125,46902.1875,9.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1538_T1,21-Jul-04,D016,E600,S350,,317.16,317.16,316,1.16,625,725,M,0.85,49.52,0.17,RBR-LAT,1,Dec-18,616.25,35902,123.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1539_T1,26-Jul-04,D015,E575,S350,,369.82,369.82,369,0.82,625,512.5,M,0.98,51.58,0.05,RBR-LAT,1,Jul-18,502.25,26434.75,25.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1540_T1,21-Jul-04,D018,E350,S600,,425.1,425.1,424,1.1,625,687.5,M,0.71,51.27,0.03,RBR-LAT,1,Oct-18,488.125,35248.125,20.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1541_T1,21-Jul-04,D014,E250,S525,,409.6,409.6,409,0.6,625,375,M,0.8,51.53,0.02,RBR-LAT,,,300,19323.75,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1542_T1,21-Jul-04,D018,E325,S625,,427.98,427.98,427,0.98,625,612.5,M,0.64,50.25,0.02,RBR-LAT,1,Oct-18,392,30778.125,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1543_T1,21-Jul-04,D018,E325,S600,,425.77,425.77,425,0.77,625,481.25,M,0.72,53.19,0.03,RBR-LAT,1,Oct-18,346.5,25597.6875,14.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1544_T1,22-Jul-04,D015,E300,S525,,413.06,413.06,412,1.06,625,662.5,M,0.77,51.11,0.03,RBR-LAT,,,510.125,33860.375,19.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1545_T1,22-Jul-04,D015,E425,S575,,416.59,416.59,416,0.59,625,368.75,M,0.65,51.45,0.01,RBR-LAT,1,Jun-18,239.6875,18972.1875,3.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1546_T1,22-Jul-04,D018,E375,S600,,423.66,423.66,423,0.66,625,412.5,M,0.7,50.75,0.03,RBR-LAT,,,288.75,20934.375,12.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1547_T1,22-Jul-04,D015,E300,S575,,411.43,411.43,410,1.43,625,893.75,M,0.9,50.63,0.07,YBR-LAT,,,804.375,45250.5625,62.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1548_T1,22-Jul-04,D014,E250,S500,,398.78,398.78,398,0.78,625,487.5,M,0.67,49.47,0.02,RBR-LAT,,,326.625,24116.625,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1549_T1,22-Jul-04,D015,E400,S550,,414.98,414.98,414,0.98,625,612.5,M,0.54,47.71,0.01,RBR-LAT,1,Jul-18,330.75,29222.375,6.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1550_T1,23-Jul-04,D014,E225,S500,,400.2,400.2,399,1.2,625,750,M,0.82,51.63,0.02,RBR-LAT,,,615,38722.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1551_T1,24-Jul-04,D018,E350,S625,,427.85,427.85,427,0.85,625,531.25,M,0.8,53.5,0.02,RBR-LAT,1,Oct-18,425,28421.875,10.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1552_T1,26-Jul-04,D018,E375,S625,,426.17,426.17,425,1.17,625,731.25,M,0.72,53.27,0.04,RBR-LAT,,,526.5,38953.6875,29.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1553_T1,26-Jul-04,D014,E225,S550,,411.6,411.6,411,0.6,625,375,M,0.45,48.36,0.03,RBR-LAT,,,168.75,18135,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1554_T1,26-Jul-04,D018,E325,S650,,430.28,430.28,429,1.28,625,800,M,0.72,49.77,0.02,RBR-LAT,1,Oct-18,576,39816,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1555_T1,26-Jul-04,D014,E275,S550,,410.29,410.29,409,1.29,625,806.25,M,0.93,52.24,0.03,YBR-LAT,,,749.8125,42118.5,24.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1556_T1,26-Jul-04,D016,E650,S400,,362,362,361,1,625,625,M,0.87,49.45,0.07,RBR-LAT,1,Oct-18,543.75,30906.25,43.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1557_T1,29-Jul-04,D016,E625,S400,,368.35,368.35,367,1.35,625,843.75,M,0.87,51.82,0.02,RBR-LAT,1,Sep-18,734.0625,43723.125,16.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1558_T1,31-Jul-04,D016,E600,S400,,374.41,374.41,373,1.41,625,881.25,M,0.96,51.62,0.01,RBR-LAT,1,Oct-18,846,45490.125,8.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1559_T1,29-Jul-04,D015,E550,S350,,372.71,372.71,372,0.71,625,443.75,M,0.85,50.55,0.04,RBR-LAT,1,Dec-17,377.1875,22431.5625,17.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1560_T1,30-Jul-04,D015,E525,S350,,375.74,375.74,375,0.74,625,462.5,M,1.05,51.27,0.14,RBR-LAT,1,Jun-18,485.625,23712.375,64.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1561_T1,2-Aug-04,D015,E500,S350,,378.94,378.94,378,0.94,625,587.5,M,1.42,40.64,0.17,RBR-LAT,1,2018,834.25,23876,99.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1562_T1,27-Jul-04,D014,E250,S550,,414.22,414.22,413,1.22,625,762.5,M,0.79,50.54,0.02,RBR-LAT,,,602.375,38536.75,15.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1563_T1,10-Aug-04,D018,E350,S725,,433.38,433.38,432,1.38,625,862.5,M,0.75,49.73,0.02,RBR-LAT,1,Oct-18,646.875,42892.125,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1564_T1,27-Jul-04,D014,E275,S525,,402,402,401,1,625,625,M,0.99,48.2,0.06,RBR-LAT,,,618.75,30125,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1565_T1,28-Jul-04,D018,E350,S650,,430.44,430.44,429,1.44,625,900,M,0.62,50,0.02,RBR-LAT,1,Oct-18,558,45000,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1566_T1,27-Jul-04,D018,E425,S600,,415.29,415.29,414,1.29,625,806.25,M,0.71,50.47,0.02,RBR-LAT,1,Aug-18,572.4375,40691.4375,16.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1567_T1,28-Jul-04,D018,E375,S650,,428.44,428.44,427,1.44,625,900,M,0.68,50.27,0.03,RBR-LAT,1,Dec-18,612,45243,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1568_T1,30-Jul-04,D018,E300,S625,,426.88,426.88,426,0.88,625,550,M,0.69,52.2,0.03,RBR-LAT,,,379.5,28710,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1569_T1,29-Jul-04,D018,E425,S625,,420.16,420.16,419,1.16,625,725,M,0.73,52.93,0.03,RBR-LAT,1,Aug-18,529.25,38374.25,21.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1570_T1,29-Jul-04,D016,E700,S375,,354.3,354.3,353,1.3,625,812.5,M,0.71,51.6,0.02,RBR-LAT,1,Jun-18,576.875,41925,16.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1571_T1,31-Jul-04,D016,E725,S375,,349.97,349.97,349,0.97,625,606.25,M,0.63,50.82,0.02,RBR-LAT,1,Jun-18,381.9375,30809.625,12.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1572_T1,3-Aug-04,D016,E750,S375,,346.02,346.02,345,1.02,625,637.5,M,0.81,52.68,0.01,RBR-LAT,1,Jul-18,516.375,33583.5,6.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1573_T1,29-Jul-04,D014,E225,S575,,413.14,413.14,412,1.14,625,712.5,M,0.82,53.71,0.05,RBR-LAT,,,584.25,38268.375,35.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1574_T1,30-Jul-04,D018,E325,S675,,431.77,431.77,431,0.77,625,481.25,M,0.82,51.6,0.05,RBR-LAT,1,Oct-18,394.625,24832.5,24.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1575_T1,30-Jul-04,D014,E250,S575,,416.5,416.5,416,0.5,625,312.5,M,0.59,51.37,0.02,RBR-LAT,,,184.375,16053.125,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1576_T1,30-Jul-04,D017,E250,S600,,416.29,416.29,415,1.29,625,806.25,M,0.8,51.17,0.04,RBR-LAT,,,645,41255.8125,32.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1577_T1,30-Jul-04,D015,E400,S575,,419.33,419.33,418,1.33,625,831.25,M,0.36,44.69,0.02,RBR-LAT,1,Jun-18,299.25,37148.5625,16.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1578_T1,31-Jul-04,D014,E275,S575,,416.7,416.7,416,0.7,625,437.5,M,0.72,49.62,0.02,RBR-LAT,,,315,21708.75,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1579_T1,31-Jul-04,D018,E350,S675,,431.52,431.52,431,0.52,625,325,M,0.71,49.79,0.04,RBR-LAT,1,Oct-18,230.75,16181.75,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1580_T1,31-Jul-04,D015,E550,S450,,385.09,385.09,384,1.09,625,681.25,M,0.95,48.18,0.05,YBR-LAT,1,Dec-18,647.1875,32822.625,34.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1581_T1,2-Aug-04,D015,E575,S450,,380.06,380.06,379,1.06,625,662.5,M,0.78,51.56,0.01,RBR-LAT,,,516.75,34158.5,6.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1582_T1,4-Aug-04,D016,E600,S450,,375.39,375.39,374,1.39,625,868.75,M,0.91,52.34,0.02,RBR-LAT,,,790.5625,45470.375,17.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1583_T1,31-Jul-04,D018,E425,S650,,422.84,422.84,422,0.84,625,525,M,0.63,49.81,0.02,RBR-LAT,1,Aug-18,330.75,26150.25,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1584_T1,2-Aug-04,D017,E225,S625,,410.54,410.54,410,0.54,625,337.5,M,0.99,50.8,0.16,RBR-LAT,,,334.125,17145,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1585_T1,2-Aug-04,D018,E375,S675,,430.94,430.94,430,0.94,625,587.5,M,0.8,49.6,0.03,RBR-LAT,1,Aug-18,470,29140,17.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1586_T1,3-Aug-04,D015,E500,S425,,397.04,397.04,396,1.04,625,650,M,0.81,48.02,0.02,RBR-LAT,1,May-18,526.5,31213,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1587_T1,4-Aug-04,D015,E475,S425,,400.11,400.11,399,1.11,625,693.75,M,0.96,50.58,0.03,RBR-LAT,1,Dec-17,666,35089.875,20.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1588_T1,6-Aug-04,D015,E450,S425,,403.53,403.53,403,0.53,625,331.25,M,0.69,52.12,0.03,RBR-LAT,1,Oct-17,228.5625,17264.75,9.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1589_T1,4-Aug-04,D018,E325,S700,,432.22,432.22,431,1.22,625,762.5,M,0.75,52.64,0.1,RBR-LAT,1,Oct-18,571.875,40138,76.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1590_T1,3-Aug-04,D015,E575,S400,,380.44,380.44,379,1.44,625,900,M,0.76,54.9,0.02,RBR-LAT,1,Jun-18,684,49410,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1591_T1,5-Aug-04,D015,E550,S400,,384.89,384.89,384,0.89,625,556.25,M,0.62,52.07,0.01,RBR-LAT,1,Dec-17,344.875,28963.9375,5.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1592_T1,6-Aug-04,D015,E475,S525,,401.53,401.53,401,0.53,625,331.25,M,0.99,51.44,0.02,RBR-LAT,1,Sep-18,327.9375,17039.5,6.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1593_T1,6-Aug-04,D016,E775,S375,,341.45,341.45,340,1.45,625,906.25,M,0.83,51.83,0.03,RBR-LAT,1,Aug-18,752.1875,46970.9375,27.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1594_T1,9-Aug-04,D016,E800,S375,,333.66,333.66,333,0.66,625,412.5,M,0.92,49.56,0.16,RBR-LAT,1,Dec-18,379.5,20443.5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1595_T1,11-Aug-04,D016,E875,S450,,320.1,320.1,319,1.1,625,687.5,M,0.99,52.87,0.09,RBR-LAT,,,680.625,36348.125,61.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1596_T1,3-Aug-04,D015,E475,S350,,381.52,381.52,381,0.52,625,325,M,1.33,51.2,0.76,RBR-LAT,1,Apr-18,432.25,16640,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1597_T1,6-Aug-04,D015,E450,S350,,381.78,381.78,381,0.78,625,487.5,M,1.74,42.77,0.23,RBR-LAT W/ YG-MHR,1,2018,848.25,20850.375,112.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1598_T1,9-Aug-04,D015,E425,S350,,382.77,382.77,382,0.77,625,481.25,M,1.18,42.65,0.15,RBR-LAT W/ YG-MHR,1,Dec-18,567.875,20525.3125,72.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1599_T1,4-Aug-04,D018,E400,S600,,421.9,421.9,421,0.9,625,562.5,M,0.66,52.46,0.02,RBR-LAT ,1,Jun-18,371.25,29508.75,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1600_T1,4-Aug-04,D017,E275,S625,,420.68,420.68,420,0.68,625,425,M,0.75,51.28,0.05,RBR-LAT,,,318.75,21794,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1601_T1,4-Aug-04,D017,E275,S600,,422.16,422.16,421,1.16,625,725,M,1.88,50.67,0.04,RBR-LAT,,,1363,36735.75,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201C,1602_T1,4-Aug-04,C019,E700,S725,,300.09,300.09,299,1.09,625,681.25,M,1.19,50.93,0.08,RBR-LAT,1,2013,810.6875,34696.0625,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1603_T1,4-Aug-04,D013,E775,S050,,309.75,309.75,309,0.75,625,468.75,M,0.9,51.9,0.03,RBR-LAT,1,Dec-17,421.875,24328.125,14.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1604_T1,5-Aug-04,C018,E450,S650,,281.76,281.76,281,0.76,625,475,M,0.72,34.79,0.04,RBR-LAT,1,2014,342,16525.25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1605_T1,6-Aug-04,D016,E625,S450,,366.91,366.91,366,0.91,625,568.75,M,0.6,50.48,0.01,RBR-LAT,,,341.25,28710.5,5.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1606_T1,9-Aug-04,D016,E650,S450,,357.46,357.46,356,1.46,625,912.5,M,0.87,51.94,0.02,RBR-YBR-LAT,,,793.875,47395.25,18.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1607_T1,10-Aug-04,D016,E675,S450,,353.63,353.63,353,0.63,625,393.75,M,0.85,51.56,0.03,RBR-LAT,,,334.6875,20301.75,11.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1608_T1,5-Aug-04,D018,E425,S675,,424.01,424.01,423,1.01,625,631.25,M,0.83,50.87,0.02,RBR-LAT,1,Sep-18,523.9375,32111.6875,12.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1609_T1,5-Aug-04,D017,E250,S625,,413.82,413.82,413,0.82,625,512.5,M,0.88,49.23,0.12,RBR-LAT,,,451,25230.375,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1610_T1,6-Aug-04,D018,E300,S600,,423.71,423.71,423,0.71,625,443.75,M,0.77,52.86,0.01,RBR-LAT,,,341.6875,23456.625,4.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
