Hole no.,Date ,Block,E/W,N/S,ELEV,%Ni,%Fe,%Co
1035_T3,29-Jul-93,D046,E750,S325,371.17,,,
4559_T3,17-Sep-99,F056,E775,S325,177.96,,,
1027_T3,22-Jul-93,D046,E775,S325,403.52,,,
1009_T3,01-Jul-93,D046,E800,S325,369.32,,,
4586_T3,23-Sep-99,F056,E800,S325,199.23,,,
4483_T3,11-Sep-99,F056,E825,S325,146.77,,,
4606_T3,25-Sep-99,F056,E850,S325,164.4,,,
962_T3,20-May-93,D046,E875,S325,404.68,,,
1845_T3,01-Jul-96,F064,E000,S350,280,,,
647_T3_06,18-Sep-06,E064,E000,S350,167.49,,,
651_T3_06,15-Sep-06,E064,E025,S350,182.05,,,
994_T3,16-Jun-93,D054,E025,S350,355.98,,,
996_T3,17-Jun-93,D054,E050,S350,370.24,,,
659_T3_06,18-Sep-06,E064,E050,S350,164.64,,,
2818_T3,30-Sep-97,E054,E050,S350,242.08,,,
2842_T3,04-Oct-97,E054,E075,S350,173.87,,,
670_T3_06,15-Sep-06,E064,E075,S350,182.89,,,
997_T3,18-Jun-93,D054,E075,S350,398.24,,,
2900_T3,10-Oct-97,E054,E100,S350,138.73,,,
574_T3_06,16-Jun-06,F064,E100,S350,347.93,,,
674_T3_06,16-Sep-06,E064,E100,S350,190.27,,,
408_T3_06,20-Feb-06,C054,E100,S350,359.06,,,
4138_T3,03-Jun-99,F054,E125,S350,449.45,,,
685_T3_06,19-Sep-06,E064,E125,S350,153.79,,,
2877,22-Oct-97,E054,E125,S350,142.76,,,
1965,14-Aug-96,E054,E150,S350,242.28,,,
563_T3_06,14-Jun-06,F064,E150,S350,238.95,,,
417_T3_06,24-Feb-06,C054,E150,S350,341.11,,,
4211_T3,24-Jun-99,F054,E150,S350,410.06,,,
3981_T3,14-Apr-99,F054,E175,S350,481.35,,,
2308,26-May-97,E054,E175,S350,217.41,,,
3850_T3,05-Jan-99,C054,E200,S350,450.91,,,
3967_T3,10-Apr-99,F054,E200,S350,491.13,,,
566_T3_06,14-Jun-06,F064,E200,S350,261.08,,,
1986,21-Aug-96,E054,E200,S350,241.12,,,
734_T3_06,6-Oct-06,E064,E200,S350,149.97,,,
2283,12-Feb-97,E054,E225,S350,211.05,,,
2283_T3,12-Feb-97,E054,E225,S350,221.85,,,
695_T3_06,22-Sep-06,E064,E225,S350,172.34,,,
3995_T3,28-Apr-99,F054,E225,S350,471.37,,,
2123,04-Oct-96,E054,E250,S350,240.24,,,
3879_T3,13-Feb-99,C054,E250,S350,445.48,,,
4056_T3,14-May-99,F054,E250,S350,491.01,,,
691_T3_06,22-Sep-06,E064,E250,S350,158.77,,,
4083_T3,20-May-99,F054,E275,S350,473,,,
2295,22-May-97,E054,E275,S350,222.71,,,
708_T3_06,23-Sep-06,E064,E275,S350,175.14,,,
1960_T3,13-Aug-96,F065,E300,S350,244.52,,,
2061,14-Sep-96,E055,E300,S350,219.8,,,
4071_T3,19-May-99,F055,E300,S350,446.67,,,
717_T3_06,27-Sep-06,E065,E300,S350,148.36,,,
423_T3_06,3-Mar-06,C055,E300,S350,342.46,,,
2387,04-Jun-97,E055,E325,S350,209.83,,,
4162_T3,08-Jun-99,F055,E325,S350,418.09,,,
716_T3_06,26-Sep-06,E065,E325,S350,164.52,,,
1927_T3,05-Jul-96,F065,E350,S350,359.25,,,
4156_T3,07-Jun-99,F055,E350,S350,426.37,,,
2069,17-Sep-96,E055,E350,S350,220.95,,,
729_T3_06,29-Sep-06,E065,E350,S350,149.53,,,
432_T3_06,8-Mar-06,C055,E350,S350,333.87,,,
4145_T3,04-Jun-99,F055,E375,S350,440.42,,,
735_T3_06,30-Sep-06,E065,E375,S350,156.58,,,
2338,31-May-97,E055,E375,S350,217.04,,,
4137_T3,03-Jun-99,F055,E400,S350,448.4,,,
3178_T3,04-May-98,E055,E400,S350,241.23,,,
571_T3_06,17-Jun-06,F065,E400,S350,260.91,,,
754_T3_06,5-Oct-06,E065,E400,S350,125.04,,,
435_T3_06,9-Mar-06,C055,E400,S350,336.51,,,
4129_T3,02-Jun-99,F055,E425,S350,444.52,,,
437_T3_06,10-Mar-06,C055,E450,S350,336.5,,,
575_T3_06,20-Jun-06,F065,E450,S350,235.75,,,
4116_T3,29-May-99,F055,E450,S350,451.28,,,
4070_T3,19-May-99,F055,E475,S350,465.21,,,
447_T3_06,16-Mar-06,C055,E500,S350,324.46,,,
4063_T3,17-May-99,F055,E500,S350,489.17,,,
580_T3_06,22-Jun-06,F065,E500,S350,336.83,,,
4069_T3,19-May-99,F055,E525,S350,437.03,,,
583_T3_06,28-Jun-06,F065,E550,S350,272.31,,,
4105_T3,28-May-99,F055,E550,S350,457.26,,,
4114_T3,29-May-99,F055,E575,S350,432.22,,,
2211_T3,11-Nov-96,D046,E600,S350,215.66,,,
584_T3_06,24-Jun-06,F066,E600,S350,272.41,,,
4345_T3,26-Jul-99,F056,E600,S350,373.82,,,
2213_T3,08-Nov-96,D046,E625,S350,225.32,,,
4235_T3,28-Jun-99,F056,E625,S350,253.21,,,
2219_T3,11-Nov-96,D046,E650,S350,254.51,,,
4222_T3,29-Jun-99,F056,E650,S350,384.36,,,
4310_T3,15-Jul-99,D046,E675,S350,342.42,,,
4228_T3,30-Jun-99,F056,E675,S350,402.36,,,
2046_T3,10-Sep-96,D046,E700,S350,245.37,,,
4229_T3,25-Jun-99,F056,E700,S350,434.97,,,
4469_T3,07-Sep-99,F056,E725,S350,158.84,,,
2058_T3,13-Sep-96,D046,E725,S350,235.19,,,
4481_T3,13-Sep-99,F056,E750,S350,154.08,,,
1033_T3,28-Jul-93,D046,E750,S350,409.74,,,
4523_T3,14-Sep-99,F056,E775,S350,162.92,,,
1029_T3,23-Jul-93,D046,E775,S350,403.96,,,
4598_T3,27-Sep-99,F056,E800,S350,168.44,,,
1005_T3,28-Jun-93,D046,E800,S350,378,,,
923_T3,07-Apr-93,D046,E825,S350,429.74,,,
4542_T3,20-Sep-99,F056,E825,S350,166.21,,,
921_T3,05-Apr-93,D046,E850,S350,429.72,,,
1874_T3,12-Jul-96,F056,E850,S350,306.68,,,
671_T3_06,16-Sep-06,E064,E000,S375,185.92,,,
957_T3,17-May-93,D054,E000,S375,409.51,,,
1842_T3,29-Jun-96,F064,E000,S375,340.76,,,
4166_T3,08-Jun-99,D054,E025,S375,445.88,,,
657_T3_06,16-Sep-06,E064,E025,S375,188.8,,,
658_T3_06,15-Sep-06,E064,E050,S375,188.87,,,
2682_T3,28-Aug-97,D054,E050,S375,150.32,,,
2812_T3,29-Sep-97,E054,E050,S375,305.18,,,
2836_T3,03-Oct-97,E054,E075,S375,176.1,,,
668_T3_06,14-Sep-06,E064,E075,S375,188.61,,,
2688_T3,30-Aug-97,D054,E075,S375,256.36,,,
4161_T3,07-Jun-99,D054,E100,S375,438.7,,,
2906_T3,10-Oct-97,E054,E100,S375,169.91,,,
669_T3_06,16-Sep-06,E064,E100,S375,190.8,,,
4144_T3,04-Jun-99,F054,E125,S375,435.41,,,
679_T3_06,16-Sep-06,E064,E125,S375,179.55,,,
2871,20-Oct-97,E054,E125,S375,161.29,,,
4151_T3,05-Jun-99,F054,E150,S375,457.31,,,
2859,16-Oct-97,E054,E150,S375,134.19,,,
684_T3_06,19-Sep-06,E064,E150,S375,160.75,,,
4223_T3,25-Jun-99,F054,E175,S375,433.85,,,
2331,31-May-97,E054,E175,S375,218.87,,,
2805,01-Oct-97,E054,E200,S375,247.16,,,
3847_T3,22-Dec-98,C054,E200,S375,435.31,,,
689_T3_06,23-Sep-06,E064,E200,S375,173.01,,,
3985_T3,24-Apr-99,F054,E200,S375,470.48,,,
2343,04-Jun-97,E054,E225,S375,218.16,,,
3972_T3,13-Apr-99,F054,E225,S375,472.82,,,
697_T3_06,25-Sep-06,E064,E225,S375,159.93,,,
2353,09-Jun-97,E054,E250,S375,211.17,,,
3978_T3,14-Apr-99,F054,E250,S375,485.32,,,
3881_T3,17-Feb-99,C054,E250,S375,465.34,,,
718_T3_06,28-Sep-06,E065,E250,S375,156.48,,,
4065_T3,17-May-99,F054,E275,S375,494.26,,,
2289,24-Feb-97,E054,E275,S375,222.31,,,
710_T3_06,27-Sep-06,E064,E275,S375,181.27,,,
2057,13-Sep-96,E055,E300,S375,245.35,,,
4067_T3,18-May-99,F055,E300,S375,450.8,,,
712_T3_06,27-Sep-06,E065,E300,S375,149.48,,,
2341,06-Jun-97,E055,E325,S375,205.4,,,
733_T3_06,2-Oct-06,E065,E325,S375,135.36,,,
4215_T3,29-Jun-99,F055,E325,S375,404.14,,,
2368,07-Jun-97,E055,E350,S375,209.75,,,
4164_T3,09-Jun-99,F055,E350,S375,431.25,,,
755_T3_06,3-Oct-06,E064,E350,S375,202.36,,,
2344,02-Jun-97,E055,E375,S375,213.5,,,
4150_T3,05-Jun-99,F055,E375,S375,457.11,,,
737_T3_06,30-Sep-06,E065,E375,S375,152.57,,,
4174_T3,09-Jun-99,F055,E400,S375,443.34,,,
3174_T3,30-Apr-98,E055,E400,S375,378.9,,,
736_T3_06,30-Sep-06,E065,E400,S375,146.4,,,
4160_T3,08-Jun-99,F055,E425,S375,420.36,,,
753_T3_06,3-Oct-06,E065,E425,S375,197.72,,,
4121_T3,31-May-99,F055,E450,S375,437.42,,,
765_T3_06,4-Oct-06,E065,E450,S375,120.77,,,
4073_T3,20-May-99,F055,E475,S375,488.11,,,
772_T3_06,6-Oct-06,E065,E475,S375,147.62,,,
4041_T3,19-May-99,F055,E500,S375,424.87,,,
786_T3_06,9-Oct-06,E065,E500,S375,162.09,,,
4074_T3,20-May-99,F055,E525,S375,501.78,,,
4101_T3,26-May-99,F055,E550,S375,440.09,,,
4100_T3,26-May-99,F055,E575,S375,441.23,,,
4031_T3,12-May-99,F056,E600,S375,488.07,,,
4018_T3,12-May-99,F056,E625,S375,450.44,,,
4285_T3,13-Jul-99,D046,E625,S375,381.62,,,
4049_T3,13-May-99,F056,E650,S375,480.22,,,
3536_T3,29-Aug-98,D046,E650,S375,388.81,,,
4052_T3,14-May-99,F056,E675,S375,501.07,,,
4316_T3,17-Jul-99,D046,E675,S375,364.61,,,
4050_T3,14-May-99,F056,E700,S375,465.64,,,
4322_T3,19-Jul-99,D046,E700,S375,113.84,,,
4457_T3,02-Sep-99,F056,E725,S375,163.38,,,
4328_T3,22-Jul-99,D046,E725,S375,283.73,,,
4471_T3,08-Sep-99,F056,E750,S375,153.08,,,
4329_T3,27-Jul-99,D046,E750,S375,386.82,,,
4477_T3,09-Sep-99,F056,E775,S375,155.61,,,
2674_T3,29-Aug-97,D046,E775,S375,245.63,,,
2714_T3,01-Sep-97,D046,E800,S375,263.12,,,
4216_T3,24-Jun-99,F056,E800,S375,433.32,,,
2681_T3,26-Aug-97,D046,E825,S375,122.95,,,
4349_T3,31-Jul-99,F056,E825,S375,281.18,,,
4530_T3,14-Sep-99,F056,E850,S375,153.87,,,
2562_T3,15-Aug-97,D046,E850,S375,330.85,,,
2658_T3,23-Aug-97,D046,E875,S375,301.82,,,
656_T3_06,13-Sep-06,E064,E000,S400,255.45,,,
561_T3_06,8-Jun-06,F064,E000,S400,251.56,,,
653_T3_06,14-Sep-06,E064,E025,S400,231.59,,,
2676_T3,27-Aug-97,D054,E025,S400,311.9,,,
663_T3_06,16-Sep-06,E064,E050,S400,180.25,,,
406_T3_06,18-Feb-06,C054,E050,S400,346.87,,,
2647_T3,25-Aug-97,D054,E050,S400,129.23,,,
2806_T3,27-Sep-97,E054,E050,S400,292.67,,,
597_T3_06,6-Jul-06,F064,E050,S400,265.78,,,
2830_T3,02-Oct-97,E054,E075,S400,176.35,,,
664_T3_06,15-Sep-06,E064,E075,S400,189.04,,,
2653_T3,26-Aug-97,D054,E075,S400,139.23,,,
605_T3_06,12-Jul-06,F064,E100,S400,238.65,,,
673_T3_06,19-Sep-06,E064,E100,S400,156.73,,,
2930_T3,20-Oct-97,E054,E100,S400,168.95,,,
416_T3_06,22-Feb-06,C054,E100,S400,348.51,,,
2685_T3,30-Aug-97,D054,E100,S400,254.19,,,
4163_T3,08-Jun-99,F054,E125,S400,439.14,,,
2865,18-Oct-97,E054,E125,S400,167.46,,,
699_T3_06,22-Sep-06,E064,E125,S400,169.77,,,
2679_T3,29-Aug-97,D054,E125,S400,253.63,,,
4157_T3,07-Jun-99,F054,E150,S400,428.44,,,
419_T3_06,1-Mar-06,C054,E150,S400,345.84,,,
2853,15-Oct-97,E054,E150,S400,163.49,,,
613_T3_06,18-Jul-06,F064,E150,S400,238.87,,,
683_T3_06,18-Sep-06,E064,E150,S400,161.48,,,
2838,09-Oct-97,E054,E175,S400,186.61,,,
672_T3_06,20-Sep-06,E064,E175,S400,168.13,,,
4205_T3,23-Jun-99,F054,E175,S400,419.74,,,
2811,02-Oct-97,E054,E200,S400,160.92,,,
3979_T3,14-Apr-99,F054,E200,S400,483.62,,,
616_T3_06,18-Jul-06,F064,E200,S400,209.79,,,
3842_T3,21-Dec-98,C054,E200,S400,468.44,,,
690_T3_06,23-Sep-06,E064,E200,S400,172.88,,,
3987_T3,26-Apr-99,F054,E225,S400,490.42,,,
726_T3_06,27-Sep-06,E064,E225,S400,158.1,,,
2325,30-May-97,E054,E225,S400,225.04,,,
2034,05-Sep-96,E054,E250,S400,223.44,,,
615_T3_06,17-Jul-06,F064,E250,S400,238.66,,,
3886_T3,18-Feb-99,C054,E250,S400,470.99,,,
3983_T3,24-Apr-99,F054,E250,S400,454.79,,,
739_T3_06,4-Oct-06,E064,E250,S400,188.34,,,
2028,03-Sep-96,E054,E275,S400,218.37,,,
3998_T3,28-Apr-99,F054,E275,S400,478.56,,,
741_T3_06,4-Oct-06,E064,E275,S400,194.64,,,
612_T3_06,15-Jul-06,F065,E300,S400,217.04,,,
4057_T3,15-May-99,F055,E300,S400,458.74,,,
833_T3_06,23-Oct-06,E065,E300,S400,185.54,,,
VDH0388,26-Apr-88,E055,E300,S400,208.36,,,
426_T3_06,6-Mar-06,C055,E300,S400,343.43,,,
2045,10-Sep-96,E055,E325,S400,243.5,,,
713_T3_06,26-Sep-06,E065,E325,S400,143.37,,,
2052,12-Sep-96,E055,E350,S400,239.33,,,
4214_T3,24-Jun-99,F055,E350,S400,432.12,,,
728_T3_06,30-Sep-06,E065,E350,S400,158.23,,,
425_T3_06,4-Mar-06,C055,E350,S400,344.76,,,
603_T3_06,6-Jul-06,F065,E350,S400,269.41,,,
YBM2350,04-Jun-97,E055,E375,S400,208.81,,,
4165_T3,14-Jun-99,F055,E375,S400,459.19,,,
730_T3_06,2-Oct-06,E065,E375,S400,137.44,,,
4180_T3,16-Jun-99,F055,E400,S400,441.17,,,
743_T3_06,3-Oct-06,E065,E400,S400,200.38,,,
3173_T3,30-Apr-98,E055,E400,S400,401.89,,,
427_T3_06,6-Mar-06,C055,E400,S400,342.23,,,
604_T3_06,8-Jul-06,F065,E400,S400,361.66,,,
4196_T3,18-Jun-99,F055,E425,S400,449.63,,,
742_T3_06,3-Oct-06,E065,E425,S400,206.23,,,
4124_T3,01-Jun-99,F055,E450,S400,444.28,,,
3929_T3,16-Mar-99,C055,E450,S400,481.61,,,
763_T3_06,4-Oct-06,E065,E450,S400,119.66,,,
602_T3_06,7-Jul-06,F065,E450,S400,355.29,,,
4079_T3,21-May-99,F055,E475,S400,506.29,,,
774_T3_06,7-Oct-06,E065,E475,S400,140.56,,,
794_T3_06,11-Oct-06,E065,E500,S400,170.56,,,
3925_T3,13-Mar-99,C055,E500,S400,485.16,,,
4075_T3,20-May-99,F055,E500,S400,505.45,,,
594_T3_06,4-Jul-06,F065,E500,S400,260.87,,,
795_T3_06,11-Oct-06,E065,E525,S400,177.56,,,
4081_T3,21-May-99,F055,E525,S400,434.49,,,
4085_T3,24-May-99,F055,E550,S400,449.58,,,
593_T3_06,4-Jul-06,F065,E550,S400,256.86,,,
4092_T3,25-May-99,F055,E575,S400,466.6,,,
4043_T3,12-May-99,F056,E600,S400,500.91,,,
590_T3_06,3-Jul-06,F066,E600,S400,263.66,,,
4036_T3,11-May-99,F056,E625,S400,490.82,,,
3546_T3,02-Sep-98,D046,E650,S400,296.37,,,
4033_T3,10-May-99,F056,E650,S400,473.95,,,
4025_T3,14-May-99,F056,E675,S400,465.35,,,
3540_T3,31-Aug-98,D046,E675,S400,361.08,,,
4044_T3,12-May-99,F056,E700,S400,499.31,,,
3530_T3,28-Aug-98,D046,E700,S400,247.41,,,
4451_T3,01-Sep-99,F056,E725,S400,200.51,,,
3526_T3,27-Aug-98,D046,E725,S400,235.84,,,
4149_T3,05-Jun-99,D046,E750,S400,453.73,,,
4465_T3,06-Sep-99,F056,E750,S400,185.87,,,
4459_T3,03-Sep-99,F056,E775,S400,167.76,,,
2668_T3,28-Aug-97,D046,E775,S400,139.12,,,
4453_T3,01-Sep-99,F056,E800,S400,159.63,,,
2708_T3,30-Aug-97,D046,E800,S400,249.5,,,
4446_T3,21-Aug-99,F056,E825,S400,204.85,,,
2675_T3,25-Aug-97,D046,E825,S400,129.42,,,
4536_T3,15-Sep-99,F056,E850,S400,197.58,,,
2568_T3,16-Aug-97,D046,E850,S400,265.31,,,
2670_T3,26-Aug-97,D046,E875,S400,138.82,,,
652_T3_06,13-Sep-06,E064,E000,S425,257.73,,,
2629_T3,20-Aug-97,D054,E000,S425,137.52,,,
6786_T3,22-Jun-01,F064,E000,S425,275.23,,,
655_T3_06,14-Sep-06,E064,E025,S425,223.36,,,
6781_T3,20-Jun-01,F064,E025,S425,265.05,,,
2635_T3,22-Aug-97,D054,E025,S425,139.36,,,
2912_T3,13-Oct-97,E054,E050,S425,231.48,,,
654_T3_06,16-Sep-06,E064,E050,S425,187.04,,,
6780_T3,18-Jun-01,F064,E050,S425,273.13,,,
2641_T3,23-Aug-97,D054,E050,S425,136.99,,,
2918_T3,16-Oct-97,E054,E075,S425,166.6,,,
687_T3_06,22-Sep-06,E064,E075,S425,164.38,,,
2659_T3,28-Aug-97,D054,E075,S425,147.03,,,
6815_T3,30-Jun-01,F064,E075,S425,272.26,,,
2829_T3,06-Oct-97,E054,E100,S425,126.43,,,
677_T3_06,16-Sep-06,E064,E100,S425,177.6,,,
2673_T3,28-Aug-97,D054,E100,S425,145.61,,,
6814_T3,30-Jun-01,F064,E100,S425,272.52,,,
2601_T3,07-Aug-97,D054,E125,S425,290.44,,,
4168_T3,09-Jun-99,F054,E125,S425,421.79,,,
680_T3_06,17-Sep-06,E064,E125,S425,181.02,,,
2883_T3,23-Oct-97,E054,E125,S425,155.56,,,
6813_T3,29-Jun-01,F064,E125,S425,276.84,,,
2847_T3,10-Oct-97,E054,E150,S425,171.01,,,
4169_T3,14-Jun-99,F054,E150,S425,460.13,,,
2841_T3,08-Oct-97,E054,E175,S425,170.07,,,
4177_T3,16-Jun-99,F054,E175,S425,452.17,,,
2817_T3,03-Oct-97,E054,E200,S425,174.44,,,
3837_T3,16-Dec-98,C054,E200,S425,453.13,,,
3988_T3,26-Apr-99,F054,E200,S425,487.11,,,
3974_T3,13-Apr-99,F054,E225,S425,492.83,,,
2313_T3,27-May-97,E054,E225,S425,216.79,,,
3959_T3,07-Apr-99,F054,E250,S425,488.49,,,
872_T3,16-Feb-93,D034,E250,S425,145.39,,,
2319_T3,28-May-97,E054,E250,S425,217.83,,,
768_T3_06,5-Oct-06,E064,E250,S425,137.73,,,
2337_T3,02-Jun-97,E054,E275,S425,213.35,,,
3952_T3,06-Apr-99,F054,E275,S425,484.85,,,
871_T3,13-Feb-93,D034,E275,S425,146.21,,,
783_T3_06,9-Oct-06,E064,E275,S425,157.94,,,
797_T3_06,12-Oct-06,E065,E300,S425,179.64,,,
2023_T3,31-Aug-96,E055,E300,S425,243.99,,,
3950_T3,31-Mar-99,F055,E300,S425,485.78,,,
4251_T3,02-Jul-99,F055,E325,S425,265.19,,,
2362_T3,06-Jun-97,E055,E325,S425,199.61,,,
722_T3_06,29-Sep-06,E065,E325,S425,149.31,,,
4210_T3,23-Jun-99,F055,E350,S425,410.97,,,
348_T3_05,3-Nov-05,E055,E350,S425,361,,,
731_T3_06,30-Sep-06,E065,E350,S425,152.28,,,
4182_T3,17-Jun-99,F055,E375,S425,410.54,,,
3152_T3,21-Apr-98,E055,E375,S425,419.45,,,
732_T3_06,27-Sep-06,E065,E375,S425,157.83,,,
4186_T3,17-Jun-99,F055,E400,S425,425.3,,,
3159_T3,24-Apr-98,E055,E400,S425,400.93,,,
746_T3_06,3-Oct-06,E065,E400,S425,194.88,,,
4202_T3,22-Jun-99,F055,E425,S425,409.08,,,
3163_T3,28-Apr-98,E055,E425,S425,412.76,,,
750_T3_06,7-Oct-06,E065,E425,S425,147.16,,,
4128_T3,02-Jun-99,F055,E450,S425,441.73,,,
3934_T3,17-Mar-99,C055,E450,S425,473.17,,,
764_T3_06,4-Oct-06,E065,E450,S425,133.17,,,
4086_T3,22-May-99,F055,E475,S425,431.54,,,
767_T3_06,5-Oct-06,E065,E475,S425,140.82,,,
3923_T3,12-Mar-99,C055,E500,S425,478.52,,,
4080_T3,21-May-99,F055,E500,S425,479.55,,,
779_T3_06,9-Oct-06,E065,E500,S425,125.71,,,
793_T3_06,12-Oct-06,E065,E525,S425,181.96,,,
4110_T3,28-May-99,F055,E525,S425,430.04,,,
4106_T3,27-May-99,F055,E550,S425,444.58,,,
4003_T3,29-Apr-99,F055,E575,S425,448.83,,,
4007_T3,05-May-99,F056,E600,S425,476.66,,,
2924_T3,17-Oct-97,E056,E600,S425,131.42,,,
4013_T3,06-May-99,F056,E625,S425,468.25,,,
4017_T3,06-May-99,F056,E650,S425,462.21,,,
4021_T3,08-May-99,F056,E675,S425,482.81,,,
4037_T3,11-May-99,F056,E700,S425,496.42,,,
4447_T3,21-Aug-99,F056,E725,S425,175.84,,,
2662_T3,27-Aug-97,D046,E775,S425,136.83,,,
4564_T3,17-Sep-99,F056,E800,S425,173.52,,,
2702_T3,29-Aug-97,D046,E800,S425,247.75,,,
4563_T3,16-Sep-99,F056,E825,S425,184.53,,,
2599_T3,22-Aug-97,D046,E825,S425,135.57,,,
2574_T3,18-Aug-97,D046,E850,S425,279.9,,,
6794_T3,28-Jun-01,F056,E850,S425,269.68,,,
2623_T3,19-Aug-97,D046,E875,S425,182.64,,,
6787_T3,22-Jun-01,F056,E875,S425,274.56,,,
6782_T3,21-Jun-01,F064,E000,S450,264.94,,,
2649_T3,22-Aug-97,D054,E000,S450,129.08,,,
643_T3_06,30-Jul-06,E064,E000,S450,230.12,,,
6761_T3,16-Jun-01,F064,E025,S450,253.61,,,
2655_T3,25-Aug-97,D054,E025,S450,136.92,,,
404_T3_06,15-Feb-06,C054,E050,S450,365.01,,,
6737_T3,16-Jun-01,F064,E050,S450,258.22,,,
2661_T3,26-Aug-97,D054,E050,S450,134.26,,,
640_T3_06,30-Jul-06,E064,E050,S450,234.25,,,
6816_T3,02-Jul-01,F064,E075,S450,275.63,,,
665_T3_06,15-Sep-06,E064,E075,S450,176.16,,,
2667_T3,27-Aug-97,D054,E075,S450,132.53,,,
6809_T3,02-Jul-01,F064,E100,S450,267.1,,,
2607_T3,07-Aug-97,D054,E100,S450,327.26,,,
407_T3_06,20-Feb-06,C054,E100,S450,361.02,,,
638_T3_06,28-Jul-06,E064,E100,S450,231.58,,,
2595_T3,06-Aug-97,D054,E125,S450,307.91,,,
678_T3_06,18-Sep-06,E064,E125,S450,162.38,,,
2862_T3,20-Oct-97,E054,E125,S450,219.26,,,
6746_T3,21-Jun-01,F064,E125,S450,261.26,,,
4199_T3,22-Jun-99,F054,E125,S450,407.14,,,
614_T3_06,17-Jul-06,F064,E150,S450,213.71,,,
2505_T3,18-Jul-97,D054,E150,S450,264.46,,,
4189_T3,18-Jun-99,F054,E150,S450,399.09,,,
2868_T3,22-Oct-97,E054,E150,S450,149.63,,,
418_T3_06,27-Feb-06,C054,E150,S450,348.54,,,
641_T3_06,29-Jul-06,E064,E150,S450,234.57,,,
2835_T3,07-Oct-97,E054,E175,S450,176.85,,,
4183_T3,17-Jun-99,F054,E175,S450,437.29,,,
2800_T3,26-Sep-97,D054,E175,S450,197.17,,,
2691_T3,01-Sep-97,D054,E200,S450,261.1,,,
2823_T3,04-Oct-97,E054,E200,S450,165.12,,,
645_T3_06,13-Sep-06,E064,E200,S450,231.8,,,
3830_T3,15-Dec-98,C054,E200,S450,457.8,,,
3996_T3,28-Apr-99,F054,E200,S450,472.83,,,
599_T3_06,6-Jul-06,F064,E200,S450,269.99,,,
3897_T3,05-Mar-99,C054,E225,S450,461.37,,,
2347_T3,07-Jun-97,E054,E225,S450,222.25,,,
2725_T3,09-Sep-97,D054,E225,S450,343.72,,,
3993_T3,27-Apr-99,F054,E225,S450,478.35,,,
3962_T3,08-Apr-99,F054,E250,S450,485.3,,,
611_T3_06,15-Jul-06,F064,E250,S450,245.25,,,
820_T3_06,19-Oct-06,E064,E250,S450,169.65,,,
2927_T3,21-Oct-97,D054,E250,S450,233.47,,,
2005_T3,27-Aug-96,E054,E250,S450,237.21,,,
4123_T3,01-Jun-99,E054,E275,S450,439.11,,,
3965_T3,10-Apr-99,F054,E275,S450,464.19,,,
438_T3_06,10-Mar-06,C055,E300,S450,333.43,,,
609_T3_06,11-Jul-06,F065,E300,S450,239.27,,,
3971_T3,12-Apr-99,F055,E300,S450,472.28,,,
2014_T3,29-Aug-96,E055,E300,S450,214.18,,,
745_T3_06,3-Oct-06,E065,E300,S450,192.79,,,
2356_T3,05-Jun-97,E055,E325,S450,207.44,,,
4204_T3,22-Jun-99,F055,E325,S450,404.88,,,
727_T3_06,29-Sep-06,E065,E325,S450,152.22,,,
2040_T3,09-Sep-96,E055,E350,S450,221.32,,,
607_T3_06,15-Jul-06,F065,E350,S450,215.62,,,
4198_T3,18-Jun-99,F055,E350,S450,437,,,
761_T3_06,4-Oct-06,E065,E350,S450,182.19,,,
429_T3_06,6-Mar-06,C055,E350,S450,338.32,,,
3123_T3,08-Apr-98,E055,E375,S450,428.42,,,
4188_T3,16-Jun-99,F055,E375,S450,444.34,,,
725_T3_06,2-Oct-06,E065,E375,S450,192.49,,,
608_T3_06,11-Jul-06,F065,E400,S450,238.75,,,
3133_T3,14-Apr-98,E055,E400,S450,417.01,,,
4212_T3,24-Jun-99,F055,E400,S450,406.09,,,
749_T3_06,4-Oct-06,E065,E400,S450,181.02,,,
428_T3_06,6-Mar-06,C055,E400,S450,337.18,,,
3147_T3,20-Apr-98,E055,E425,S450,312.09,,,
4208_T3,23-Jun-99,F055,E425,S450,404.96,,,
751_T3_06,5-Oct-06,E065,E425,S450,130.42,,,
601_T3_06,12-Jul-06,F065,E450,S450,234.65,,,
2777_T3,17-Sep-97,D055,E450,S450,348.98,,,
3158_T3,24-Apr-98,E055,E450,S450,418.71,,,
4091_T3,24-May-99,F055,E450,S450,448.78,,,
752_T3_06,6-Oct-06,E065,E450,S450,143.79,,,
433_T3_06,8-Mar-06,C055,E450,S450,348.48,,,
4095_T3,24-May-99,F055,E475,S450,448.28,,,
3161_T3,27-Apr-98,E055,E475,S450,410.97,,,
762_T3_06,4-Oct-06,E065,E475,S450,187.63,,,
544_T3_06,1-Jun-06,E055,E500,S450,308.77,,,
4102_T3,27-May-99,F055,E500,S450,444.75,,,
771_T3_06,6-Oct-06,E065,E500,S450,139.65,,,
600_T3_06,7-Jul-06,F065,E500,S450,274.34,,,
788_T3_06,10-Oct-06,E065,E525,S450,138.84,,,
360_T3_05,21-Nov-05,E055,E525,S450,353.75,,,
4115_T3,29-May-99,F055,E525,S450,430.3,,,
803_T3_06,13-Oct-06,E065,E550,S450,186.38,,,
1991_T3,22-Aug-96,E055,E550,S450,287.58,,,
592_T3_06,3-Jul-06,F066,E550,S450,257.17,,,
